bn:00000001n	08641944n
bn:00039459n	11658872n
bn:00039460n	02196761n
bn:00039461n	13140993n
bn:00039462n	12595801n
bn:00039463n	01521197n
bn:00039464n	12602850n
bn:00039465n	12349916n
bn:00039466n	01487914n
bn:00039467n	02392282n
bn:00039468n	02144110n
bn:00039469n	01499595n
bn:00039470n	11852814n
bn:00039471n	01354324n
bn:00039472n	12345709n
bn:00039473n	12971624n
bn:00039474n	12973541n
bn:00039475n	12007560n
bn:00039476n	12243927n
bn:00039477n	12762245n
bn:00039478n	01414986n
bn:00039479n	12762583n
bn:00039480n	01635343n
bn:00039481n	01747144n
bn:00039482n	12081488n
bn:00039483n	13218281n
bn:00039484n	12804866n
bn:00039485n	12254478n
bn:00039486n	01541261n
bn:00039487n	12924452n
bn:00039488n	01371342n
bn:00039489n	01596142n
bn:00039490n	02042637n
bn:00039491n	11856389n
bn:00039492n	01447551n
bn:00039493n	12567768n
bn:00039494n	12988858n
bn:00039495n	02567960n
bn:00039496n	02166674n
bn:00039497n	11907554n
bn:00039498n	12784173n
bn:00039499n	11895270n
bn:00039500n	12620031n
bn:00039501n	12967124n
bn:00039502n	12864038n
bn:00039503n	12596525n
bn:00039504n	12660796n
bn:00039505n	12653056n
bn:00039506n	12008017n
bn:00039507n	12603784n
bn:00039508n	13200806n
bn:00039509n	02419217n
bn:00039510n	01550953n
bn:00039511n	12701901n
bn:00039512n	12462951n
bn:00039513n	13009780n
bn:00039514n	12707040n
bn:00039515n	01442335n
bn:00039516n	02043659n
bn:00039517n	02570312n
bn:00039518n	12597006n
bn:00039519n	12298003n
bn:00039520n	12568865n
bn:00039521n	13025421n
bn:00039522n	12132299n
bn:00039523n	13185820n
bn:00039524n	11814059n
bn:00039525n	01924151n
bn:00039526n	12612410n
bn:00039527n	01618356n
bn:00039528n	02426054n
bn:00039529n	02493974n
bn:00039530n	12832976n
bn:00039531n	01629093n
bn:00039532n	11834148n
bn:00039533n	12724201n
bn:00039534n	02535349n
bn:00039535n	01368853n
bn:00039536n	01469586n
bn:00039537n	12912105n
bn:00039538n	12912498n
bn:00039539n	01585577n
bn:00039540n	11834521n
bn:00039541n	12299425n
bn:00039542n	02537847n
bn:00039543n	12864363n
bn:00039544n	12958921n
bn:00039545n	12678059n
bn:00039546n	02303448n
bn:00039547n	12096223n
bn:00039548n	11907939n
bn:00039549n	12943302n
bn:00039550n	12480677n
bn:00039551n	12735009n
bn:00039552n	12009250n
bn:00039553n	12009616n
bn:00039554n	12741409n
bn:00039555n	11814440n
bn:00039556n	12979630n
bn:00039557n	11835114n
bn:00039558n	12670172n
bn:00039559n	12081851n
bn:00039560n	01426160n
bn:00039561n	12259615n
bn:00039562n	02192388n
bn:00039563n	01884703n
bn:00039564n	01781410n
bn:00039565n	01620575n
bn:00039566n	13237788n
bn:00039567n	02627686n
bn:00039568n	02533075n
bn:00039569n	02533424n
bn:00039570n	01405737n
bn:00039571n	12779437n
bn:00039572n	11707109n
bn:00039573n	12866824n
bn:00039574n	02301782n
bn:00039575n	01678237n
bn:00039576n	01696026n
bn:00039577n	13151820n
bn:00039578n	12010021n
bn:00039579n	11659068n
bn:00039580n	01560511n
bn:00039581n	12792638n
bn:00039582n	01549769n
bn:00039583n	12683248n
bn:00039584n	01648993n
bn:00039585n	12082357n
bn:00039586n	02172387n
bn:00039587n	01442591n
bn:00039588n	02613687n
bn:00039589n	02215496n
bn:00039590n	01624987n
bn:00039591n	01680137n
bn:00039592n	13183874n
bn:00039593n	11800359n
bn:00039594n	12764703n
bn:00039595n	01926988n
bn:00039596n	12133332n
bn:00039597n	12955191n
bn:00039598n	12913004n
bn:00039599n	11895980n
bn:00039600n	12791539n
bn:00039601n	13026339n
bn:00039602n	11853191n
bn:00039603n	12082593n
bn:00039604n	11660121n
bn:00039605n	02595902n
bn:00039606n	02595569n
bn:00039607n	02204585n
bn:00039608n	12461326n
bn:00039609n	01684012n
bn:00039610n	01683900n
bn:00039611n	12152869n
bn:00039612n	02356108n
bn:00039613n	11814824n
bn:00039614n	12968882n
bn:00039615n	02544960n
bn:00039616n	12967955n
bn:00039617n	13082829n
bn:00039618n	02031143n
bn:00039619n	12010458n
bn:00039620n	02179714n
bn:00039621n	02624377n
bn:00039622n	02551494n
bn:00039623n	02625418n
bn:00039624n	02662688n
bn:00039625n	12913352n
bn:00039626n	02642935n
bn:00039627n	12012897n
bn:00039628n	12876684n
bn:00039629n	12867679n
bn:00039630n	01785532n
bn:00039631n	01783571n
bn:00039632n	12928690n
bn:00039633n	02643989n
bn:00039634n	12133870n
bn:00039635n	12785499n
bn:00039636n	01711297n
bn:00039637n	01570112n
bn:00039638n	13224454n
bn:00039639n	02580991n
bn:00039640n	02133512n
bn:00039641n	02578125n
bn:00039642n	11853644n
bn:00039643n	12082764n
bn:00039644n	12011067n
bn:00039645n	12498928n
bn:00039646n	01972411n
bn:00039647n	13069535n
bn:00039648n	11640471n
bn:00039649n	11641275n
bn:00039650n	12597333n
bn:00039651n	12013323n
bn:00039652n	01533169n
bn:00039653n	02578604n
bn:00039654n	12013811n
bn:00039655n	02598747n
bn:00039656n	02568636n
bn:00039657n	02584325n
bn:00039658n	01369633n
bn:00039659n	12014739n
bn:00039660n	01913533n
bn:00039661n	12874642n
bn:00039662n	12569233n
bn:00039663n	12944238n
bn:00039664n	12134300n
bn:00039665n	01568019n
bn:00039666n	01370142n
bn:00039667n	12377328n
bn:00039668n	12251997n
bn:00039669n	01561884n
bn:00039670n	02266732n
bn:00039671n	12186116n
bn:00039672n	12187030n
bn:00039673n	12868248n
bn:00039674n	02338592n
bn:00039675n	11815194n
bn:00039676n	02637839n
bn:00039677n	12015076n
bn:00039678n	02518178n
bn:00039679n	01564630n
bn:00039680n	12015384n
bn:00039681n	12716166n
bn:00039682n	02205523n
bn:00039683n	02473983n
bn:00039684n	11896365n
bn:00039685n	12833341n
bn:00039686n	01516487n
bn:00039687n	01639071n
bn:00039688n	12944590n
bn:00039689n	01757547n
bn:00039690n	11896904n
bn:00039691n	12418065n
bn:00039692n	02182796n
bn:00039693n	02293974n
bn:00039694n	01590837n
bn:00039695n	12944960n
bn:00039696n	02477647n
bn:00039697n	12194466n
bn:00039698n	12469936n
bn:00039699n	02130795n
bn:00039700n	12945708n
bn:00039701n	12082980n
bn:00039702n	12913645n
bn:00039703n	13178500n
bn:00039704n	12893094n
bn:00039705n	02664136n
bn:00039706n	02220960n
bn:00039707n	12868418n
bn:00039708n	12015840n
bn:00039709n	01853072n
bn:00039710n	12018640n
bn:00039711n	01736256n
bn:00039712n	12570126n
bn:00039713n	12657940n
bn:00039714n	01891865n
bn:00039715n	12136944n
bn:00039716n	01924416n
bn:00039717n	02368687n
bn:00039718n	12418356n
bn:00039719n	12156484n
bn:00039720n	12205308n
bn:00039721n	12139367n
bn:00039722n	12571194n
bn:00039723n	11792155n
bn:00039724n	11817000n
bn:00039725n	11817329n
bn:00039726n	13067532n
bn:00039727n	12187450n
bn:00039728n	11544540n
bn:00039729n	11541919n
bn:00039730n	02216066n
bn:00039731n	01576212n
bn:00039732n	02056873n
bn:00039733n	01673118n
bn:00039734n	02603174n
bn:00039735n	01840968n
bn:00039736n	01494339n
bn:00039737n	02446888n
bn:00039738n	11835451n
bn:00039739n	01532107n
bn:00039740n	12659203n
bn:00039741n	12083339n
bn:00039742n	01363600n
bn:00039743n	01381829n
bn:00039744n	11795366n
bn:00039745n	01410568n
bn:00039746n	01972947n
bn:00039747n	01535842n
bn:00039748n	02297635n
bn:00039749n	12765679n
bn:00039750n	12140137n
bn:00039751n	11862089n
bn:00039752n	02278343n
bn:00039753n	01493687n
bn:00039754n	01495340n
bn:00039755n	01990383n
bn:00039756n	12868634n
bn:00039757n	12084746n
bn:00039758n	11897342n
bn:00039759n	13238178n
bn:00039760n	12769663n
bn:00039761n	01379252n
bn:00039762n	01701052n
bn:00039763n	01837363n
bn:00039764n	02038329n
bn:00039765n	01701697n
bn:00039766n	12085117n
bn:00039767n	11817774n
bn:00039768n	12222715n
bn:00039769n	13185998n
bn:00039770n	02229023n
bn:00039771n	01724947n
bn:00039772n	12141037n
bn:00039773n	02593353n
bn:00039774n	12019190n
bn:00039775n	01396458n
bn:00039776n	11897760n
bn:00039777n	13238828n
bn:00039778n	02044358n
bn:00039779n	12195186n
bn:00039780n	02043207n
bn:00039781n	01667302n
bn:00039782n	12019675n
bn:00039783n	13171041n
bn:00039784n	02366453n
bn:00039785n	01813811n
bn:00039786n	02557461n
bn:00039787n	12020048n
bn:00039788n	01738175n
bn:00039789n	12422399n
bn:00039790n	12354374n
bn:00039791n	01583373n
bn:00039792n	02423787n
bn:00039793n	12833793n
bn:00039794n	01380902n
bn:00039795n	01376092n
bn:00039796n	01813256n
bn:00039797n	12914048n
bn:00039798n	01622596n
bn:00039799n	13059485n
bn:00039800n	01943754n
bn:00039801n	12571606n
bn:00039802n	11775780n
bn:00039803n	13010401n
bn:00039804n	01518718n
bn:00039805n	01716122n
bn:00039806n	02282716n
bn:00039807n	01572910n
bn:00039808n	01576863n
bn:00039809n	11908431n
bn:00039810n	11908718n
bn:00039811n	12255086n
bn:00039812n	01704497n
bn:00039813n	12777294n
bn:00039814n	11898079n
bn:00039815n	13059139n
bn:00039816n	12802248n
bn:00039817n	02053279n
bn:00039818n	11659500n
bn:00039819n	02138323n
bn:00039820n	01624406n
bn:00039821n	02395244n
bn:00039822n	11751598n
bn:00039823n	12298783n
bn:00039824n	12699778n
bn:00039825n	02325211n
bn:00039826n	02483564n
bn:00039827n	12677427n
bn:00039828n	12822650n
bn:00039829n	11792598n
bn:00039830n	12776391n
bn:00039831n	02567201n
bn:00039832n	02643713n
bn:00039833n	02345890n
bn:00039834n	12979129n
bn:00039835n	02409369n
bn:00039836n	01455986n
bn:00039837n	11793032n
bn:00039838n	12310153n
bn:00039839n	01816336n
bn:00039840n	12339319n
bn:00039841n	11776337n
bn:00039842n	12475593n
bn:00039843n	01872244n
bn:00039844n	01788157n
bn:00039845n	02149297n
bn:00039846n	01849348n
bn:00039847n	01928073n
bn:00039848n	12020388n
bn:00039849n	11862598n
bn:00039850n	02461014n
bn:00039851n	12501035n
bn:00039852n	12386263n
bn:00039853n	02359775n
bn:00039854n	02357280n
bn:00039855n	12089625n
bn:00039856n	12021120n
bn:00039857n	01738965n
bn:00039858n	02393445n
bn:00039859n	12023996n
bn:00039860n	01631035n
bn:00039861n	02541583n
bn:00039862n	12201166n
bn:00039863n	02501432n
bn:00039864n	02426634n
bn:00039865n	02609951n
bn:00039866n	02610234n
bn:00039867n	02447591n
bn:00039868n	11641788n
bn:00039869n	11661207n
bn:00039870n	13201239n
bn:00039871n	12916356n
bn:00039872n	11826999n
bn:00039873n	12802987n
bn:00039874n	12223405n
bn:00039875n	12572021n
bn:00039876n	01894381n
bn:00039877n	12572373n
bn:00039878n	01937234n
bn:00039879n	01966961n
bn:00039880n	02223151n
bn:00039881n	01669068n
bn:00039882n	01670378n
bn:00039883n	11642912n
bn:00039884n	11822167n
bn:00039885n	02634717n
bn:00039886n	01396170n
bn:00039887n	12025019n
bn:00039888n	01796870n
bn:00039889n	02631899n
bn:00039890n	12869248n
bn:00039891n	02133902n
bn:00039892n	02609169n
bn:00039893n	11738378n
bn:00039894n	01553620n
bn:00039895n	01735062n
bn:00039896n	13227557n
bn:00039897n	12201456n
bn:00039898n	02270810n
bn:00039899n	12573078n
bn:00039900n	12188120n
bn:00039901n	11776861n
bn:00039902n	13027670n
bn:00039903n	01362999n
bn:00039904n	11898474n
bn:00039905n	02354470n
bn:00039906n	02006211n
bn:00039907n	12597640n
bn:00039908n	02272428n
bn:00039909n	01585890n
bn:00039910n	11643684n
bn:00039911n	11644712n
bn:00039912n	12813024n
bn:00039913n	02626590n
bn:00039914n	01884348n
bn:00039915n	01879095n
bn:00039916n	12870392n
bn:00039917n	13191770n
bn:00039918n	11899027n
bn:00039919n	12803517n
bn:00039920n	02256882n
bn:00039921n	01590042n
bn:00039922n	02586129n
bn:00039923n	12202712n
bn:00039924n	12607896n
bn:00039925n	13068073n
bn:00039926n	01566509n
bn:00039927n	01440655n
bn:00039928n	02291940n
bn:00039929n	02292272n
bn:00039930n	12573760n
bn:00039931n	01710529n
bn:00039932n	12025849n
bn:00039933n	12954634n
bn:00039934n	01831231n
bn:00039935n	12461809n
bn:00039936n	12804216n
bn:00039937n	02454999n
bn:00039938n	01697837n
bn:00039939n	12700219n
bn:00039940n	11649012n
bn:00039941n	02284367n
bn:00039942n	12026306n
bn:00039943n	12766241n
bn:00039944n	01587713n
bn:00039945n	02620443n
bn:00039946n	11777365n
bn:00039947n	02579420n
bn:00039948n	02546477n
bn:00039949n	01707149n
bn:00039950n	02580546n
bn:00039951n	12606797n
bn:00039952n	01806984n
bn:00039953n	12026764n
bn:00039954n	02436067n
bn:00039955n	12348127n
bn:00039956n	11738832n
bn:00039957n	12410205n
bn:00039958n	13060912n
bn:00039959n	01382482n
bn:00039960n	01493012n
bn:00039961n	02247076n
bn:00039962n	02244396n
bn:00039963n	02181599n
bn:00039964n	12723446n
bn:00039965n	01704184n
bn:00039966n	02073679n
bn:00039967n	12085469n
bn:00039968n	01359631n
bn:00039969n	01820937n
bn:00039970n	13016749n
bn:00039971n	12952022n
bn:00039972n	01420314n
bn:00039973n	02292564n
bn:00039974n	13078483n
bn:00039975n	12871074n
bn:00039976n	11856815n
bn:00039977n	01881717n
bn:00039978n	02347443n
bn:00039979n	01959333n
bn:00039980n	11752404n
bn:00039981n	02650282n
bn:00039982n	12617384n
bn:00039983n	12574143n
bn:00039984n	12027864n
bn:00039985n	12468081n
bn:00039986n	01739518n
bn:00039987n	02665119n
bn:00039988n	02027730n
bn:00039989n	01672275n
bn:00039990n	01996091n
bn:00039991n	12679712n
bn:00039992n	12028196n
bn:00039993n	12201761n
bn:00039994n	12141890n
bn:00039995n	01630533n
bn:00039996n	02261630n
bn:00039997n	01584529n
bn:00039998n	01844125n
bn:00039999n	11739199n
bn:00040000n	01780919n
bn:00040001n	12719455n
bn:00040002n	01735898n
bn:00040003n	12971956n
bn:00040004n	11627028n
bn:00040005n	12985236n
bn:00040006n	13081565n
bn:00040007n	12970560n
bn:00040008n	12454021n
bn:00040009n	02187427n
bn:00040010n	02495099n
bn:00040011n	01687009n
bn:00040012n	01557697n
bn:00040013n	02019762n
bn:00040014n	12700831n
bn:00040015n	11899432n
bn:00040016n	02069569n
bn:00040017n	12029326n
bn:00040018n	01932495n
bn:00040019n	01798352n
bn:00040020n	12155459n
bn:00040021n	01713635n
bn:00040022n	01548143n
bn:00040023n	01625417n
bn:00040024n	01980053n
bn:00040025n	02371801n
bn:00040026n	12574727n
bn:00040027n	12405209n
bn:00040028n	01408547n
bn:00040029n	01678887n
bn:00040030n	11707668n
bn:00040031n	02596888n
bn:00040032n	01964821n
bn:00040033n	01829739n
bn:00040034n	12462401n
bn:00040035n	02047152n
bn:00040036n	02120387n
bn:00040037n	13068565n
bn:00040038n	02524811n
bn:00040039n	01890718n
bn:00040040n	01681513n
bn:00040041n	12029929n
bn:00040042n	02131942n
bn:00040043n	12392385n
bn:00040044n	12989739n
bn:00040045n	13081050n
bn:00040046n	13066803n
bn:00040047n	01681200n
bn:00040048n	01718276n
bn:00040049n	12872257n
bn:00040050n	12474828n
bn:00040051n	11818515n
bn:00040052n	12245472n
bn:00040053n	12949955n
bn:00040054n	12950501n
bn:00040055n	12615097n
bn:00040056n	12085840n
bn:00040057n	02024636n
bn:00040058n	02275921n
bn:00040059n	12670558n
bn:00040060n	12086362n
bn:00040061n	01694558n
bn:00040062n	01717335n
bn:00040063n	01957739n
bn:00040064n	12464278n
bn:00040065n	12888733n
bn:00040066n	12914731n
bn:00040067n	12030265n
bn:00040068n	12031739n
bn:00040069n	12890009n
bn:00040070n	13077811n
bn:00040071n	11899595n
bn:00040072n	02212811n
bn:00040073n	02145767n
bn:00040074n	02213362n
bn:00040075n	01364008n
bn:00040076n	12680125n
bn:00040077n	12575089n
bn:00040078n	02438452n
bn:00040079n	01543272n
bn:00040080n	12577000n
bn:00040081n	12579242n
bn:00040082n	11777779n
bn:00040083n	13239471n
bn:00040084n	12387478n
bn:00040085n	01752433n
bn:00040086n	01602506n
bn:00040087n	12579593n
bn:00040088n	12739072n
bn:00040089n	13144511n
bn:00040090n	13179648n
bn:00040091n	02135486n
bn:00040092n	02135726n
bn:00040093n	13018749n
bn:00040094n	13020011n
bn:00040095n	01409244n
bn:00040096n	01396776n
bn:00040097n	02118854n
bn:00040098n	01619675n
bn:00040099n	12681768n
bn:00040100n	11599165n
bn:00040101n	12580204n
bn:00040102n	11795774n
bn:00040103n	11796318n
bn:00040104n	13201725n
bn:00040105n	13186200n
bn:00040106n	12032215n
bn:00040107n	13034431n
bn:00040108n	12032939n
bn:00040109n	01361465n
bn:00040110n	12466034n
bn:00040111n	11793252n
bn:00040112n	01588589n
bn:00040113n	01654429n
bn:00040114n	02004343n
bn:00040115n	01690857n
bn:00040116n	12033310n
bn:00040117n	01671312n
bn:00040118n	12465321n
bn:00040119n	02629581n
bn:00040120n	12966581n
bn:00040121n	02209230n
bn:00040122n	12223950n
bn:00040123n	11696776n
bn:00040124n	12380926n
bn:00040125n	01448165n
bn:00040126n	12605519n
bn:00040127n	12481806n
bn:00040128n	01872635n
bn:00040129n	02078436n
bn:00040130n	11601757n
bn:00040131n	12617950n
bn:00040132n	11793651n
bn:00040133n	12714550n
bn:00040134n	02351212n
bn:00040135n	12143572n
bn:00040136n	01814091n
bn:00040137n	01452954n
bn:00040138n	12466450n
bn:00040139n	12355594n
bn:00040140n	02477187n
bn:00040141n	12033939n
bn:00040142n	12145802n
bn:00040143n	13143097n
bn:00040144n	02617402n
bn:00040145n	12146100n
bn:00040146n	01535310n
bn:00040147n	12618524n
bn:00040148n	01410330n
bn:00040149n	11854232n
bn:00040150n	12720893n
bn:00040151n	06090304n
bn:00040152n	09287817n
bn:00040153n	13870414n
bn:00040154n	03435593n
bn:00040155n	06120881n
bn:00040156n	01958531n
bn:00040157n	10994660n
bn:00040158n	12758399n
bn:00040159n	10127555n
bn:00040160n	08574314n
bn:00040161n	08578706n
bn:00040162n	08541841n
bn:00040163n	06122178n
bn:00040164n	13486838n
bn:00040165n	15116283n
bn:00040166n	08658918n
bn:00040167n	15247518n
bn:00040168n	11417672n
bn:00040169n	10127689n
bn:00040170n	06115701n
bn:00040171n	10127916n
bn:00040172n	05776875n
bn:00040173n	10128016n
bn:00040174n	06024431n
bn:00040175n	13655790n
bn:00040176n	08461172n
bn:00040177n	05863480n
bn:00040178n	05066012n
bn:00040179n	05065211n
bn:00040180n	02287004n
bn:00040181n	06004685n
bn:00040182n	10128163n
bn:00040183n	06117855n
bn:00040184n	02354162n
bn:00040185n	02354320n
bn:00040186n	00840898n
bn:00040187n	01785831n
bn:00040188n	06117562n
bn:00040189n	10128519n
bn:00040190n	13120958n
bn:00040191n	06148748n
bn:00040192n	09704283n
bn:00040193n	06948149n
bn:00040194n	11027631n
bn:00040195n	11171513n
bn:00040196n	11334925n
bn:00040197n	11213094n
bn:00040198n	11038084n
bn:00040199n	11316141n
bn:00040200n	10996285n
bn:00040201n	10996090n
bn:00040202n	10995850n
bn:00040203n	10995592n
bn:00040204n	10995292n
bn:00040205n	10995115n
bn:00040206n	10994906n
bn:00040207n	11289709n
bn:00040208n	11158982n
bn:00040209n	11048389n
bn:00040210n	11236663n
bn:00040211n	11234472n
bn:00040212n	11023442n
bn:00040213n	11100798n
bn:00040214n	10996876n
bn:00040215n	11197417n
bn:00040216n	11170438n
bn:00040217n	11293157n
bn:00040218n	11031842n
bn:00040219n	11052498n
bn:00040220n	11170123n
bn:00040221n	11387539n
bn:00040222n	11067604n
bn:00040223n	11143458n
bn:00040224n	11348584n
bn:00040225n	11163160n
bn:00040226n	11170764n
bn:00040227n	11175875n
bn:00040228n	11380768n
bn:00040229n	11348356n
bn:00040230n	11340411n
bn:00040231n	11010697n
bn:00040232n	11097625n
bn:00040233n	11291179n
bn:00040234n	11316669n
bn:00040235n	11317309n
bn:00040236n	11327964n
bn:00040237n	08709593n
bn:00040238n	11358863n
bn:00040239n	11375418n
bn:00040240n	03435825n
bn:00040241n	11003918n
bn:00040242n	11382555n
bn:00040243n	11118481n
bn:00040244n	11346568n
bn:00040245n	11300678n
bn:00040246n	11294202n
bn:00040247n	09071571n
bn:00040248n	08948704n
bn:00040249n	03435743n
bn:00040250n	11406460n
bn:00040251n	09076421n
bn:00040252n	09018848n
bn:00040253n	11213216n
bn:00040254n	11615967n
bn:00040255n	09742443n
bn:00040256n	09729156n
bn:00040257n	06978766n
bn:00040258n	13700533n
bn:00040259n	09339810n
bn:00040260n	08612644n
bn:00040261n	06148915n
bn:00040262n	08612498n
bn:00040263n	11466337n
bn:00040264n	00861990n
bn:00040265n	10996533n
bn:00040266n	12684640n
bn:00040267n	12685431n
bn:00040268n	12686077n
bn:00040269n	12686274n
bn:00040270n	12686496n
bn:00040271n	12686676n
bn:00040272n	12686877n
bn:00040273n	11112628n
bn:00040274n	11059772n
bn:00040275n	12883628n
bn:00040276n	11175243n
bn:00040277n	11327398n
bn:00040278n	02343772n
bn:00040279n	02343487n
bn:00040280n	02420828n
bn:00040281n	11047139n
bn:00040282n	10128381n
bn:00040283n	06050650n
bn:00040284n	05834758n
bn:00040285n	05229805n
bn:00040286n	05456732n
bn:00040287n	01463519n
bn:00040288n	05435722n
bn:00040289n	11680277n
bn:00040290n	06108487n
bn:00040291n	11680457n
bn:00040292n	09747722n
bn:00040293n	06950528n
bn:00040294n	09742315n
bn:00040295n	11995092n
bn:00040296n	12414159n
bn:00040297n	12413880n
bn:00040298n	00729731n
bn:00040299n	08195229n
bn:00040300n	12135729n
bn:00040301n	13687906n
bn:00040302n	10350220n
bn:00040303n	07641380n
bn:00040304n	02100236n
bn:00040305n	14962387n
bn:00040306n	12869478n
bn:00040307n	13795042n
bn:00040308n	06946497n
bn:00040309n	00414071n
bn:00040310n	10128254n
bn:00040311n	14676608n
bn:00040312n	15176937n
bn:00040313n	13487207n
bn:00040314n	07324235n
bn:00040315n	10996677n
bn:00040316n	08361720n
bn:00040317n	02637179n
bn:00040318n	00754593n
bn:00040319n	10997068n
bn:00040320n	11120530n
bn:00040321n	11314666n
bn:00040322n	06318352n
bn:00040323n	09494951n
bn:00040324n	10997405n
bn:00040325n	12829975n
bn:00040326n	12829582n
bn:00040327n	14676756n
bn:00040328n	05931341n
bn:00040329n	05878440n
bn:00040330n	08211760n
bn:00040331n	15226214n
bn:00040332n	14046202n
bn:00040333n	05772215n
bn:00040334n	06876771n
bn:00040335n	00334509n
bn:00040336n	06876309n
bn:00040337n	01228380n
bn:00040338n	00567896n
bn:00040339n	06627357n
bn:00040340n	08310389n
